hashtag,music_track,views,likes,comments,shares,engagement_rate,upload_time,cluster
#fashion,Chill guitar,48275,3454,404,340,0.09392,2025-06-20 17:00:00,0
#umkm,Goofy bass,62747,4551,488,560,0.093917,2025-03-03 19:00:00,0
#learnontiktok,Highway synth,27506,2017,260,177,0.093907,2025-03-14 06:00:00,0
#fashion,Chill guitar,59666,4456,569,298,0.093906,2025-08-22 19:00:00,0
#fyp,City stroll,24301,1818,177,168,0.093906,2025-03-10 16:00:00,0
#kuliner,Microscope hum,691758,52598,3375,3804,0.093904,2025-07-28 16:00:00,0
#kuliner,Bark hop,53150,3546,309,274,0.093904,2025-05-17 06:00:00,0
#fyp,Sunset pad,20223,1469,193,142,0.093903,2025-01-10 10:00:00,0
#motivation,Cardio loop,69543,5222,530,373,0.093899,2025-03-23 03:00:00,0
#umkm,Engine rev,236136,17137,2089,1839,0.093899,2025-03-15 19:00:00,0
#kuliner,Clap beat,59713,3932,412,553,0.093899,2025-05-26 06:00:00,0
#ootd,Clap beat,17125,1239,157,132,0.093898,2025-02-11 18:00:00,0
#fyp,Street vibe,20938,1496,150,103,0.093896,2025-02-21 14:00:00,0
#dogtok,Calon Mantu Terbaik Mamamu,9074,665,93,52,0.093895,2025-03-14 14:00:00,0
#foodie,Calon Mantu Terbaik Mamamu,18542,1345,153,149,0.093895,2025-08-19 23:00:00,0
#kuliner,Goofy bass,89699,6580,787,634,0.093892,2025-06-20 18:00:00,0
#viral,Trap beat,92074,6520,756,482,0.093892,2025-03-02 18:00:00,0
#ootd,Clap beat,305648,21829,1738,1641,0.093892,2025-07-06 15:00:00,0
#ootd,Stadium chant,24060,1823,149,174,0.09389,2025-05-16 20:00:00,0
#makananviral,Soft glam loop,74227,5076,656,380,0.093888,2025-02-23 11:00:00,0
#motivation,Dora Dora,8819,649,69,69,0.093888,2025-08-05 10:00:00,0
#wanderlust,Aesthetic synth,19226,1280,170,154,0.093883,2025-03-12 14:00:00,0
#fyp,Aesthetic synth,24829,1744,128,193,0.093882,2025-06-12 19:00:00,0
#tech,Ambient glow,49509,3842,317,257,0.093882,2025-08-15 18:00:00,0
#viral,Whistle loop,11387,819,107,90,0.093879,2025-02-01 19:00:00,0
#motivation,Trap beat,137872,10066,1059,802,0.093877,2025-07-03 10:00:00,0
#viral,Neutral piano,61304,4527,470,471,0.093876,2025-08-15 03:00:00,0
#makeup,Engine rev,27804,1846,144,229,0.093871,2025-01-17 07:00:00,0
#streetfood,Cosmic pad,60147,4064,297,476,0.09387,2025-03-04 15:00:00,0
#workout,Hype trap,34283,2622,207,189,0.093866,2025-03-21 22:00:00,0
#kuliner,Clean corporate bed,150845,11256,1457,738,0.093865,2025-06-21 14:00:00,0
#viral,Glitch hop,28115,2050,210,247,0.093864,2025-05-13 16:00:00,0
#kuliner,Chalkboard beat,21233,1585,102,141,0.093863,2025-03-27 20:00:00,0
#makeup,Turbo whoosh,48828,3240,361,323,0.09386,2025-04-25 20:00:00,0
#motivation,Ambient glow,63925,4782,556,362,0.09386,2025-04-18 14:00:00,0
#viral,8bit loop,69071,4691,506,444,0.09386,2025-05-04 19:00:00,0
#kuliner,Chalkboard beat,1131937,83672,7426,9833,0.093859,2025-01-05 20:00:00,0
#fyp,Ticker bed,30802,2297,245,205,0.093858,2025-03-02 18:00:00,0
#dogtok,Ambient glow,141505,11039,675,903,0.093855,2025-04-06 23:00:00,0
#coding,Kasih Tau Mama,41873,3086,393,255,0.093855,2025-05-11 14:00:00,0
#dogtok,Arabic pop,22130,1669,166,139,0.093854,2025-08-15 23:00:00,0
#fyp,Aesthetic synth,223181,16403,2202,1294,0.093852,2025-01-29 23:00:00,0
#viral,Gallery pad,16761,1132,180,103,0.093849,2025-06-30 18:00:00,0
#fyp,Dora Dora,26287,2039,173,132,0.093849,2025-08-05 17:00:00,0
#fashion,Quirky jingle,108111,7929,882,513,0.093848,2025-03-21 19:00:00,0
#dogtok,About You,216257,14301,1818,1987,0.093842,2025-03-25 23:00:00,0
#gameclip,Microscope hum,26876,1970,232,194,0.093838,2025-03-02 22:00:00,0
#streamer,Hype trap,13662,958,116,71,0.093837,2025-08-15 18:00:00,0
#wanderlust,Gallery pad,29871,2241,266,156,0.093837,2025-04-07 09:00:00,0
#viral,Goofy bass,37097,2627,301,232,0.093835,2025-06-13 22:00:00,0
#motivation,Dora Dora,242474,17528,2527,1560,0.093833,2025-08-01 21:00:00,0
#dogtok,Hype trap,66000,4984,516,384,0.093833,2025-03-04 15:00:00,0
#fyp,Drumline,26601,1881,135,142,0.093831,2025-03-28 19:00:00,0
#viral,Ngga Dulu,59874,4091,461,334,0.09383,2025-04-28 17:00:00,0
#umkm,Subtle groove,30417,2238,206,268,0.093829,2025-08-07 23:00:00,0
#learnontiktok,Tape measure click,14420,1080,104,86,0.093828,2025-05-11 21:00:00,0
#umkm,Indie brush,19536,1373,94,160,0.093827,2025-03-25 20:00:00,0
#skincare,Paint stroke ASMR,47706,3362,301,392,0.093825,2025-07-25 20:00:00,0
#fashion,Ambient glow,10413,728,80,96,0.093825,2025-05-16 19:00:00,0
#viral,LoFi makeup beat,218472,15198,1594,1503,0.093824,2025-01-07 11:00:00,0
#fyp,Pica Pica,37326,2784,354,189,0.093822,2025-02-21 23:00:00,0
#fyp,Engine rev,26861,1914,241,239,0.093816,2025-01-09 23:00:00,0
#makeup,Soft focus,16394,1160,148,94,0.093815,2025-05-21 13:00:00,0
#outfit,Chalkboard beat,14849,1134,92,98,0.093811,2025-07-11 22:00:00,0
#tech,Adrenaline synth,79375,5459,397,449,0.093808,2025-08-31 15:00:00,0
#viral,Chalkboard beat,85181,5704,482,760,0.0938,2025-04-07 23:00:00,0
#fyp,Arabic pop,37048,2594,346,219,0.093797,2025-03-12 10:00:00,0
#fyp,Cardio loop,52013,3534,486,296,0.093784,2025-07-16 14:00:00,0
#viral,Chill guitar,46107,3315,283,283,0.093782,2025-06-06 17:00:00,0
#fashion,Arabic pop,38816,2709,308,310,0.093776,2025-02-16 09:00:00,0
#fyp,LoFi makeup beat,62213,4354,329,310,0.093775,2025-08-08 08:00:00,0
#kuliner,About You,73741,5128,447,410,0.093774,2025-07-28 16:00:00,0
#fyp,Lab beeps,31950,2415,209,151,0.093772,2025-06-08 19:00:00,0
#dogtok,Sizzle ASMR,19495,1472,108,157,0.093768,2025-05-23 20:00:00,0
#tech,About You,95418,7452,487,550,0.093766,2025-03-24 16:00:00,0
#coding,Calm piano,56975,4161,451,463,0.09376,2025-04-12 21:00:00,0
#kuliner,Pop groove,26941,1849,247,139,0.09376,2025-03-14 06:00:00,0
#viral,Tape measure click,21439,1492,232,122,0.093754,2025-08-27 22:00:00,0
#umkm,Aesthetic synth,18133,1301,169,145,0.093752,2025-05-25 16:00:00,0
#esports,Runway loop,31850,2149,241,219,0.093752,2025-02-02 18:00:00,0
#kuliner,Chill guitar,232777,17033,1879,1820,0.093751,2025-06-05 17:00:00,0
#viral,Kasih Tau Mama,54455,4103,386,361,0.093747,2025-06-22 21:00:00,0
#fyp,Cardio loop,205053,14801,1319,1173,0.093746,2025-07-31 12:00:00,0
#fyp,Drumline,94609,7212,650,564,0.093744,2025-06-03 03:00:00,0
#kuliner,Hype trap,9462,709,65,49,0.093743,2025-03-15 11:00:00,0
#fyp,Chalkboard beat,102964,6847,897,961,0.093742,2025-03-24 00:00:00,0
#fyp,Boss fight theme,134368,9890,1302,774,0.093735,2025-07-04 19:00:00,0
#outfit,City stroll,40574,2799,206,261,0.09373,2025-06-25 21:00:00,0
#fyp,Lab beeps,152858,10222,1322,888,0.093728,2025-01-18 21:00:00,0
#ootd,Soft glam loop,146181,10657,1494,865,0.093726,2025-03-15 23:00:00,0
#outfit,Chill guitar,58031,4133,571,463,0.093726,2025-02-25 19:00:00,0
#fyp,Gallery pad,55433,3944,474,483,0.093717,2025-03-28 12:00:00,0
#coding,Soft focus,89290,6596,668,686,0.093717,2025-01-06 09:00:00,0
#cattok,Subtle groove,22184,1619,162,116,0.093716,2025-05-28 23:00:00,0
#fyp,Ambient pulse,28235,2078,206,178,0.093713,2025-01-12 20:00:00,0
#fyp,Dora Dora,619645,44371,5535,5259,0.093712,2025-06-14 18:00:00,0
#outfit,Highway synth,27265,1923,285,220,0.09371,2025-03-24 21:00:00,0
#fyp,Cosmic pad,195610,13450,2179,1293,0.093707,2025-05-03 09:00:00,0
#tech,Chalkboard beat,87742,6293,828,690,0.093707,2025-06-17 11:00:00,0
#streetfood,Soft focus,43083,2945,454,365,0.093703,2025-05-09 17:00:00,0
#umkm,LoFi makeup beat,64910,4343,315,358,0.093699,2025-01-31 22:00:00,0
#fyp,Clap beat,65803,4871,527,459,0.093689,2025-05-16 20:00:00,0
#viral,Subtle groove,25671,1797,249,178,0.093685,2025-01-19 17:00:00,0
#fashion,Soft focus,247087,17636,2390,1964,0.09368,2025-02-28 20:00:00,0
#fyp,Cosmic pad,87980,6523,774,533,0.09368,2025-01-14 23:00:00,0
#viral,Engine rev,78202,5561,751,536,0.09368,2025-05-08 16:00:00,0
#fyp,Chill guitar,41236,3125,256,281,0.09368,2025-06-04 18:00:00,0
#fyp,About You,94899,6950,758,738,0.093679,2025-01-15 20:00:00,0
#fyp,Kitchen groove,158911,11581,903,1240,0.093675,2025-05-01 09:00:00,0
#umkm,Blue,53697,3876,462,441,0.093674,2025-03-28 20:00:00,0
#fyp,Woodshop groove,80620,5586,586,656,0.093674,2025-04-04 22:00:00,0
#dogtok,Arabic pop,50740,3579,347,310,0.093674,2025-05-10 20:00:00,0
#makananviral,Gallery pad,15853,1045,105,82,0.093673,2025-01-22 18:00:00,0
#fyp,Circuit synth,257152,17541,1916,1322,0.093672,2025-07-30 11:00:00,0
#viral,Stadium chant,161537,11423,1594,974,0.093669,2025-01-31 16:00:00,0
#makeup,Chalkboard beat,189961,14495,1312,1097,0.093667,2025-06-05 19:00:00,0
#fashion,Chalkboard beat,11744,848,125,72,0.093665,2025-03-17 20:00:00,0
#tech,Backpack beat,45791,3553,225,297,0.093665,2025-03-05 20:00:00,0
#wanderlust,Kitchen groove,36995,2714,294,284,0.093661,2025-03-20 14:00:00,0
#viral,Soft glam loop,31582,2221,167,191,0.093661,2025-07-31 18:00:00,0
#esports,Waves & bells,60733,4174,449,508,0.093656,2025-05-21 23:00:00,0
#motivation,Glitch hop,24441,1818,246,111,0.093654,2025-02-21 00:00:00,0
#coding,Trap beat,148068,10237,1246,1358,0.093653,2025-01-30 17:00:00,0
#viral,8bit loop,17992,1342,133,126,0.093653,2025-07-04 17:00:00,0
#kuliner,Aesthetic synth,83235,6041,736,557,0.093651,2025-01-31 14:00:00,0
#makananviral,Clean corporate bed,116209,9002,578,759,0.09365,2025-05-16 02:00:00,0
#ootd,Backpack beat,87060,6673,595,452,0.093648,2025-05-21 18:00:00,0
#learnontiktok,Turbo whoosh,53638,3590,392,423,0.093646,2025-08-19 14:00:00,0
#fyp,Chill guitar,97594,7194,873,615,0.093643,2025-01-17 23:00:00,0
#learnfromme,memories,5900000,537000,1079,14400,0.09364050847457626,2020-05-10 07:54:31,0
#fyp,Cardio loop,197664,14466,1562,1556,0.093639,2025-05-28 15:00:00,0
#viral,Boss fight theme,19554,1378,178,131,0.093638,2025-07-11 21:00:00,0
#fyp,Chalkboard beat,180272,13264,1917,855,0.093636,2025-06-26 20:00:00,0
#fyp,Cosmic pad,50463,3636,459,394,0.093633,2025-02-28 19:00:00,0
#recipe,Sizzle ASMR,61358,4500,623,294,0.093631,2025-08-18 06:00:00,0
#ootd,Adrenaline synth,20816,1517,220,115,0.09363,2025-07-18 16:00:00,0
#workout,LoFi makeup beat,71817,5470,439,479,0.093627,2025-02-28 20:00:00,0
#makeup,Dora Dora,53319,3922,386,435,0.093625,2025-02-07 20:00:00,0
#fashion,Waves & bells,7808,570,55,70,0.093622,2025-06-05 18:00:00,0
#viral,Sizzle ASMR,3354,223,31,30,0.09362,2025-01-23 21:00:00,0
#motivation,Ngga Dulu,657694,47941,3309,3113,0.09362,2025-04-04 20:00:00,0
#viral,Soft glam loop,15115,1078,132,135,0.093616,2025-03-18 23:00:00,0
#umkm,Toolbox clack,19367,1406,91,149,0.093613,2025-03-08 17:00:00,0
#viral,Indie brush,68744,4753,388,582,0.093608,2025-02-14 16:00:00,0
#gaming,Golden,38501,2861,241,322,0.093608,2025-08-03 14:00:00,0
#ootd,Hype trap,48578,3560,230,319,0.093602,2025-05-06 18:00:00,0
#viral,8bit loop,6122,438,55,33,0.093597,2025-08-10 06:00:00,0
#fyp,Ambient glow,28676,1902,221,193,0.093597,2025-04-07 20:00:00,0
#gaming,Ambient glow,26614,1906,239,222,0.093597,2025-05-31 19:00:00,0
#viral,Adrenaline synth,24307,1850,192,120,0.093594,2025-05-03 20:00:00,0
#outfit,Chalkboard beat,27331,2056,154,198,0.093593,2025-03-08 22:00:00,0
#viral,Gallery pad,14425,950,87,128,0.093588,2025-03-26 18:00:00,0
#learnontiktok,Runway loop,57636,4181,576,368,0.093587,2025-01-15 12:00:00,0
#fyp,Street vibe,161147,11482,1465,823,0.093585,2025-02-21 22:00:00,0
#fashion,Goofy bass,65476,5068,348,403,0.093576,2025-01-08 22:00:00,0
#viral,Aesthetic synth,70756,5298,620,372,0.093575,2025-03-01 15:00:00,0
#pets,Lab beeps,77467,5651,656,580,0.093575,2025-02-28 21:00:00,0
#tech,Gallery pad,24323,1678,245,182,0.093574,2025-02-21 23:00:00,0
#viral,Chill guitar,199534,14279,1397,1792,0.093573,2025-06-11 19:00:00,0
#recipe,Woodshop groove,66794,4476,530,362,0.093571,2025-08-09 16:00:00,0
#fyp,Ticker bed,38624,3065,187,182,0.093569,2025-03-10 13:00:00,0
#fyp,Sizzle ASMR,163860,11779,1749,1038,0.093568,2025-05-24 04:00:00,0
#learnontiktok,Clean corporate bed,51375,3526,419,436,0.093567,2025-07-27 18:00:00,0
#viral,Calm piano,65643,4671,658,506,0.093567,2025-01-12 20:00:00,0
#dogtok,Toolbox clack,68070,4605,374,415,0.093565,2025-03-17 13:00:00,0
#fyp,Microscope hum,402572,27773,3382,1978,0.093561,2025-05-16 20:00:00,0
#fyp,Circuit synth,153221,10527,1017,1353,0.093558,2025-03-09 00:00:00,0
#cattok,Ambient glow,24274,1718,140,157,0.093557,2025-01-29 18:00:00,0
#makeup,Bintang 5,136795,9641,674,1189,0.093556,2025-07-19 18:00:00,0
#umkm,Ambient pulse,200379,13255,1149,1595,0.093553,2025-05-17 20:00:00,0
#workout,Arabic pop,20054,1471,164,148,0.093547,2025-03-28 19:00:00,0
#viral,Runway loop,203482,14659,967,1121,0.093546,2025-05-12 01:00:00,0
#viral,Ticker bed,36378,2688,254,291,0.093546,2025-05-20 20:00:00,0
#workout,Bintang 5,622673,46951,4368,4013,0.093539,2025-01-19 18:00:00,0
#umkm,Lab beeps,79667,5525,875,680,0.093539,2025-06-02 21:00:00,0
#dogtok,Waves & bells,38573,2560,298,314,0.093537,2025-04-06 18:00:00,0
#fashion,Backpack beat,32973,2385,348,187,0.093531,2025-02-11 20:00:00,0
#fashion,Boss fight theme,139870,9491,659,665,0.09353,2025-06-05 17:00:00,0
#fyp,Ambient pulse,75893,5575,358,474,0.093526,2025-01-22 13:00:00,0
#fyp,Bintang 5,206224,15082,1186,1444,0.09352,2025-07-25 14:00:00,0
#fashion,Circuit synth,184275,13473,1617,980,0.093512,2025-01-31 16:00:00,0
#viral,Gallery pad,60956,4043,467,366,0.09351,2025-05-09 12:00:00,0
#viral,Aesthetic synth,61727,4580,565,339,0.093509,2025-02-04 19:00:00,0
#kuliner,Paint stroke ASMR,273141,19381,1883,2250,0.093508,2025-04-06 17:00:00,0
#fyp,Microscope hum,20791,1460,212,106,0.093502,2025-05-24 18:00:00,0
#lifehacks,Quirky jingle,53615,3527,516,297,0.0935,2025-04-01 20:00:00,0
#viral,Woodshop groove,227473,15053,2397,2090,0.093497,2025-05-24 10:00:00,0
#fyp,8bit loop,68540,5045,605,438,0.093493,2025-01-08 19:00:00,0
#fashion,Soft focus,45277,3040,490,359,0.093491,2025-05-09 20:00:00,0
#recipe,Circuit synth,21671,1449,176,169,0.093489,2025-03-30 19:00:00,0
#makeup,Adrenaline synth,234489,17023,2323,1480,0.093488,2025-04-18 19:00:00,0
#fyp,Aesthetic synth,97789,6421,895,555,0.093487,2025-07-18 22:00:00,0
#fyp,Chalkboard beat,56521,4246,280,494,0.093487,2025-07-05 23:00:00,0
#fyp,Goofy bass,121421,8885,689,719,0.093485,2025-06-07 19:00:00,0
#cattok,Alamak,395698,30028,2496,2619,0.093485,2025-02-17 21:00:00,0
#motivation,Woodshop groove,180836,12583,1802,1675,0.093482,2025-02-14 23:00:00,0
#fashion,Waves & bells,93344,6664,812,814,0.093482,2025-06-19 21:00:00,0
#kuliner,Subtle groove,23514,1705,205,179,0.093476,2025-08-09 20:00:00,0
#fyp,Woodshop groove,18989,1280,187,161,0.093475,2025-03-07 03:00:00,0
#recipe,Clap beat,54175,3978,403,430,0.093475,2025-01-15 18:00:00,0
#fyp,Dora Dora,67283,4631,336,544,0.093471,2025-01-07 22:00:00,0
#makeup,Ambient glow,66332,4946,358,472,0.093469,2025-03-03 19:00:00,0
#fyp,Toolbox clack,39307,2910,241,194,0.093469,2025-07-27 09:00:00,0
#umkm,Ticker bed,85527,6489,445,441,0.093468,2025-01-12 06:00:00,0
#fyp,Clap beat,59744,4341,361,465,0.093465,2025-08-15 10:00:00,0
#outfit,Kitchen groove,56429,3749,478,516,0.093463,2025-06-07 16:00:00,0
#makananviral,Tape measure click,57179,3856,419,531,0.093461,2025-02-21 21:00:00,0
#pets,Circuit synth,51402,3542,337,240,0.093459,2025-02-09 11:00:00,0
#streetfood,Turbo whoosh,57202,4089,559,376,0.093458,2025-07-14 21:00:00,0
#streetfood,About You,35032,2476,368,267,0.093457,2025-06-29 21:00:00,0
#coding,Paint stroke ASMR,42523,3089,255,396,0.093455,2025-01-10 15:00:00,0
#fyp,About You,12145,863,120,96,0.093454,2025-05-18 18:00:00,0
#skincare,Turbo whoosh,61089,4287,601,536,0.093454,2025-05-24 19:00:00,0
#fashion,Whistle loop,40876,3113,265,251,0.093453,2025-02-15 04:00:00,0
#skincare,City stroll,19047,1389,92,109,0.093453,2025-03-14 23:00:00,0
#workout,Chill guitar,35815,2657,240,283,0.093452,2025-06-30 17:00:00,0
#fyp,Calon Mantu Terbaik Mamamu,323991,21462,3334,1709,0.09345,2025-06-20 17:00:00,0
#kuliner,Paint stroke ASMR,91762,6023,756,626,0.093448,2025-04-16 20:00:00,0
#tech,Soft glam loop,56476,4040,447,515,0.093438,2025-06-05 17:00:00,0
#umkm,Kitchen groove,67179,4426,409,588,0.093437,2025-03-21 23:00:00,0
#fyp,LoFi makeup beat,33949,2488,338,188,0.093434,2025-05-06 21:00:00,0
#fyp,Tape measure click,17788,1182,181,165,0.093434,2025-04-26 19:00:00,0
#fashion,Engine rev,142395,9346,1502,1021,0.09343,2025-01-16 09:00:00,0
#foodie,Street vibe,59243,4041,344,426,0.093429,2025-06-10 20:00:00,0
#dogtok,Boss fight theme,46528,3166,242,257,0.093428,2025-02-12 17:00:00,0
#workout,Boss fight theme,51088,3809,484,242,0.093427,2025-03-21 18:00:00,0
#gaming,Pica Pica,290976,20365,1443,1553,0.093427,2025-08-15 21:00:00,0
#foodie,Ticker bed,31822,2278,227,205,0.093426,2025-06-13 22:00:00,0
#fyp,Kitchen groove,105424,7057,1136,949,0.093423,2025-06-06 17:00:00,0
#workout,LoFi makeup beat,160991,10794,1678,1291,0.093421,2025-02-28 20:00:00,0
#gameclip,Clap beat,60042,4406,304,517,0.093418,2025-04-19 16:00:00,0
#fyp,Lab beeps,54424,3990,494,346,0.093415,2025-07-05 12:00:00,0
#cattok,Arabic pop,61332,4099,443,536,0.09341,2025-04-22 18:00:00,0
#workout,Ticker bed,36432,2587,173,260,0.093407,2025-01-25 20:00:00,0
#fyp,Cosmic pad,53819,3962,567,247,0.093406,2025-02-09 06:00:00,0
#fashion,City stroll,149476,10924,1165,1175,0.093406,2025-05-26 09:00:00,0
#cattok,Sizzle ASMR,80817,6068,538,565,0.093396,2025-07-25 15:00:00,0
#streamer,Calm piano,34018,2317,266,205,0.093392,2025-08-15 23:00:00,0
#makeup,Lab beeps,27337,1912,139,172,0.09339,2025-06-13 22:00:00,0
#gameclip,Calon Mantu Terbaik Mamamu,41107,3058,348,225,0.09339,2025-04-18 17:00:00,0
#fyp,Lab beeps,58058,4326,380,445,0.093389,2025-07-06 20:00:00,0
#makananviral,Dora Dora,36782,2482,249,254,0.093388,2025-07-05 16:00:00,0
#esports,Chill guitar,90740,6228,617,544,0.093388,2025-08-11 14:00:00,0
#viral,Toolbox clack,61196,4584,336,510,0.093388,2025-04-18 23:00:00,0
#beauty,Soft focus,130139,8722,1345,859,0.093385,2025-08-05 22:00:00,0
#beauty,Blue,91734,6286,745,775,0.093379,2025-05-13 14:00:00,0
#fyp,Sizzle ASMR,49114,3286,543,309,0.093375,2025-03-18 16:00:00,0
#fashion,LoFi makeup beat,164231,11194,1331,900,0.093375,2025-06-27 19:00:00,0
#fyp,Cosmic pad,28327,2143,149,221,0.093374,2025-06-07 01:00:00,0
#viral,Toolbox clack,92232,6623,737,571,0.093373,2025-08-30 22:00:00,0
#motivation,Boss fight theme,115527,8339,891,1018,0.093372,2025-06-27 23:00:00,0
#fashion,City stroll,12820,885,106,102,0.09337,2025-07-22 15:00:00,0
#dogtok,Cardio loop,24055,1583,157,126,0.093369,2025-01-17 19:00:00,0
#umkm,Whistle loop,224500,15690,2253,1970,0.093367,2025-01-12 13:00:00,0
#beauty,Highway synth,1416948,93686,13741,9421,0.093367,2025-07-07 18:00:00,0
#viral,Cardio loop,99532,7568,713,548,0.093367,2025-04-25 14:00:00,0
#beauty,About You,19269,1436,163,108,0.093362,2025-05-06 14:00:00,0
#streetfood,Circuit synth,31673,2130,345,241,0.09336,2025-04-28 17:00:00,0
#fyp,Soft glam loop,50014,3424,467,417,0.093354,2025-06-22 03:00:00,0
#learnontiktok,Ticker bed,3310,252,18,22,0.093353,2025-03-08 20:00:00,0
#recipe,Soft focus,99559,6699,994,787,0.093352,2025-03-23 06:00:00,0
#lifehacks,Chill guitar,27199,2005,232,175,0.093349,2025-04-27 17:00:00,0
#makeup,Cardio loop,62519,4518,652,375,0.093348,2025-07-21 21:00:00,0
#beauty,Highway synth,40065,2947,305,247,0.093348,2025-03-25 23:00:00,0
#kuliner,Sunset pad,151769,10588,837,1035,0.093346,2025-01-07 21:00:00,0
#fashion,Trap beat,303733,22291,2363,2281,0.093345,2025-06-20 15:00:00,0
#foodie,Subtle groove,19744,1323,193,156,0.093345,2025-02-20 21:00:00,0
#dogtok,8bit loop,34636,2558,274,240,0.093342,2025-05-03 11:00:00,0
#motivation,8bit loop,52507,3576,588,305,0.09334,2025-01-31 01:00:00,0
#makananviral,Chill guitar,443689,31126,2187,3915,0.09334,2025-02-14 04:00:00,0
#outfit,Cosmic pad,119157,8606,1133,575,0.093339,2025-06-06 16:00:00,0
#fyp,Street vibe,29827,1998,322,270,0.093338,2025-08-27 16:00:00,0
#wanderlust,Cardio loop,35089,2656,227,229,0.093334,2025-05-26 04:00:00,0
#ootd,Engine rev,21568,1452,138,180,0.093333,2025-08-22 17:00:00,0
#kuliner,Turbo whoosh,388333,28257,4173,2001,0.09333,2025-06-27 19:00:00,0
#viral,Ticker bed,443294,30406,3905,2828,0.093326,2025-04-05 05:00:00,0
#viral,Dora Dora,11176,850,55,80,0.093325,2025-03-07 20:00:00,0
#makeup,Aesthetic synth,78051,5508,478,658,0.093324,2025-07-03 16:00:00,0
#fyp,Waves & bells,105731,7449,1120,805,0.093322,2025-04-05 18:00:00,0
#streamer,Stadium chant,32437,2304,321,251,0.093319,2025-04-12 06:00:00,0
#tech,LoFi makeup beat,66664,4848,510,552,0.093319,2025-02-25 21:00:00,0
#workout,Engine rev,32288,2241,231,234,0.093316,2025-08-29 18:00:00,0
#streamer,Bark hop,336338,25705,2324,1787,0.093314,2025-06-10 21:00:00,0
#fyp,LoFi makeup beat,11949,901,94,65,0.093313,2025-02-07 07:00:00,0
#esports,Backpack beat,93954,6287,938,621,0.093312,2025-02-13 19:00:00,0
#fyp,Ambient pulse,281904,21152,1764,1426,0.093312,2025-04-30 18:00:00,0
#learnontiktok,Glitch hop,49716,3774,354,279,0.09331,2025-05-23 18:00:00,0
#fyp,Engine rev,24456,1644,253,115,0.09331,2025-04-04 19:00:00,0
#fashion,Neutral piano,34980,2506,370,225,0.09331,2025-01-17 20:00:00,0
#fyp,Trap beat,55087,3912,409,348,0.093307,2025-02-07 20:00:00,0
#kuliner,Tape measure click,16805,1284,79,91,0.093306,2025-07-19 07:00:00,0
#kuliner,Waves & bells,443936,29681,4687,3097,0.093306,2025-03-14 15:00:00,0
#foodie,Subtle groove,79107,5762,729,521,0.093304,2025-08-15 20:00:00,0
#umkm,Chill guitar,143273,9979,685,1000,0.093304,2025-05-30 21:00:00,0
#outfit,Pop groove,24662,1804,164,218,0.093301,2025-03-24 21:00:00,0
#dogtok,Cardio loop,35896,2547,368,267,0.093297,2025-02-10 18:00:00,0
#umkm,Soft focus,16421,1179,110,139,0.093295,2025-01-24 09:00:00,0
#kuliner,Adrenaline synth,63509,4291,382,429,0.093294,2025-06-06 17:00:00,0
#coding,Calon Mantu Terbaik Mamamu,69387,4972,744,329,0.093288,2025-06-01 20:00:00,0
#foodie,Cardio loop,165114,12235,1304,1094,0.093287,2025-04-17 08:00:00,0
#coding,Subtle groove,106286,7661,644,827,0.093286,2025-01-27 03:00:00,0
#viral,8bit loop,263195,19070,2776,1312,0.093284,2025-04-01 20:00:00,0
#kuliner,Circuit synth,445601,32547,2978,3964,0.093283,2025-06-24 14:00:00,0
#skincare,Neutral piano,39196,2651,231,261,0.093275,2025-04-26 18:00:00,0
#foodie,Hype trap,59416,4125,555,492,0.093275,2025-03-13 13:00:00,0
#esports,Bark hop,119970,8742,580,1070,0.093273,2025-05-04 11:00:00,0
